FIELD_1,FIELD_2,FIELD_3,FIELD_4,TAR_WI.TIF,SLOPE,CURVATURE,PLANCURVAT,PROFILECUR,TAR_CATCHA,ASPECT
4,1080,910,37.50000000,12.54825687,0.04277560,-0.00240021,-0.00247950,0.00007929,12450.49902344,4.05953312
4,1080,920,35.70000000,11.62063885,0.06410725,-0.00360077,-0.00129715,-0.00230362,826.81072998,3.45842361
4,1100,820,26.90000000,8.06793022,0.07006390,0.00279968,0.00192266,0.00087702,154.60545349,4.78368950
4,1100,830,28.90000000,7.58486032,0.07895592,0.00239960,0.00132425,0.00107535,190.33982849,4.99416161
4,1100,840,27.60000000,7.60091543,0.08835808,0.00320007,0.00187332,0.00132675,212.41860962,5.20632935
4,1100,850,26.40000000,7.61008930,0.10225797,0.00240051,0.00110638,0.00129413,242.79292297,5.37343740
4,1100,860,26.30000000,7.65652943,0.11480536,0.00280060,0.00103782,0.00176278,281.29040527,5.46712446
4,1100,870,26.10000000,7.77419233,0.12595126,0.00200043,0.00096672,0.00103371,318.98117065,5.52571011
4,1100,880,27.60000000,8.84551525,0.12772632,-0.00040009,0.00088504,-0.00128513,354.60708618,5.58047152
4,1100,890,26.20000000,10.50674534,0.10016231,-0.00400024,-0.00003784,-0.00396240,392.72286987,5.54001379
4,1100,900,30.60000000,11.92929459,0.05791760,-0.00480011,-0.00172053,-0.00307958,1305.41271973,5.27647114
4,1100,910,33.50000000,12.72023869,0.03549546,-0.00360016,-0.00348651,-0.00011365,20729.72070313,4.54261684
4,1100,920,38.70000000,12.33123970,0.04277620,-0.00479980,-0.00294572,-0.00185408,4605.07470703,3.79443765
4,1100,930,34.20000000,11.09241772,0.07517055,-0.00560028,-0.00141330,-0.00418698,780.99774170,3.32857156
4,1100,940,32.10000000,9.41550350,0.11351424,-0.00360016,-0.00041785,-0.00318231,582.59466553,3.15036631
4,1100,950,32.10000000,8.19196510,0.12946050,-0.00120026,-0.00031534,-0.00088492,524.55279541,3.08779883
4,1100,960,34.90000000,8.02428341,0.13685219,-0.00200012,-0.00066273,-0.00133739,475.06085205,3.03975654
4,1100,970,34.40000000,7.81224346,0.15103196,-0.00319977,-0.00113808,-0.00206169,420.25494385,3.01642132
4,1100,980,32.30000000,7.56268978,0.16362087,-0.00200043,-0.00126354,-0.00073688,352.43081665,3.02625632
4,1120,830,28.30000000,7.62354326,0.06974380,0.00079926,0.00138465,-0.00058539,180.09387207,4.94348478
4,1120,840,25.80000000,7.66990376,0.07810352,0.00199951,0.00135975,0.00063976,205.39169312,5.17603207
4,1120,850,26.80000000,7.64503670,0.09114742,0.00240021,0.00113239,0.00126782,227.89854431,5.35807896
4,1120,860,24.90000000,7.65368652,0.10430977,0.00239990,0.00102189,0.00137801,258.00183105,5.47076082
4,1120,870,19.50000000,7.67457342,0.11789471,0.00200012,0.00080839,0.00119173,293.18362427,5.57547760
4,1120,880,25.30000000,7.82425499,0.13403931,0.00079987,0.00045632,0.00034354,325.36117554,5.66638422
4,1120,890,24.00000000,9.26897621,0.12501542,-0.00279999,0.00002012,-0.00282011,365.75061035,5.67311335
4,1120,900,27.70000000,10.89240456,0.08537807,-0.00600006,-0.00157285,-0.00442721,469.62060547,5.52256823
4,1120,910,28.60000000,12.09822273,0.04929505,-0.00400024,-0.00272503,-0.00127521,5415.88037109,5.02132654
4,1120,920,38.20000000,12.37581348,0.04212962,-0.00279968,-0.00274381,-0.00005587,15783.34375000,4.32306385
4,1120,930,32.80000000,11.60516262,0.05773719,-0.00440033,-0.00234802,-0.00205231,1291.97448730,3.66717792
4,1120,940,29.90000000,10.23671532,0.09036221,-0.00400085,-0.00091844,-0.00308242,736.10308838,3.33032846
4,1120,950,32.00000000,8.74292088,0.11673974,-0.00199982,-0.00086978,-0.00113003,602.20483398,3.20985770
4,1120,960,30.90000000,8.11715603,0.13137521,-0.00159973,-0.00079986,-0.00079987,502.51034546,3.18701982
4,1120,970,32.70000000,7.83709621,0.14603803,-0.00320007,-0.00122127,-0.00197881,417.82635498,3.17559528
4,1120,980,33.60000000,7.53069973,0.16157873,-0.00200043,-0.00080017,-0.00120026,337.40136719,3.14159274
4,1120,990,29.70000000,7.30070162,0.16551940,-0.00039948,-0.00078960,0.00039013,274.11029053,3.11764455
4,1120,1000,28.60000000,7.14554453,0.14988095,0.00200073,-0.00000729,0.00200802,214.25717163,3.12835073
4,1120,1010,28.00000000,7.03948450,0.12534361,0.00200043,-0.00039326,0.00239369,162.46640015,3.14952469
4,1120,1020,27.30000000,8.21347904,0.09875821,0.00279999,0.00001263,0.00278736,111.09129333,3.18196797
4,1140,830,28.50000000,7.53227472,0.07244001,0.00240021,0.00197222,0.00042799,168.31558228,4.92058706
4,1140,840,26.20000000,7.62439871,0.07721523,0.00240021,0.00191473,0.00048548,194.41940308,5.18182707
4,1140,850,23.20000000,7.66060257,0.08678731,0.00239990,0.00140629,0.00099361,222.11151123,5.36738110
4,1140,860,25.70000000,7.67801666,0.09803609,0.00200073,0.00115678,0.00084395,250.61030579,5.53374529
4,1140,870,25.60000000,7.67499113,0.11217254,0.00200043,0.00108249,0.00091794,280.76281738,5.66809368
4,1140,880,23.20000000,7.65573025,0.12780300,0.00199982,0.00077368,0.00122613,309.06207275,5.77079344
4,1140,890,25.10000000,8.29987335,0.12771425,-0.00160004,0.00002554,-0.00162558,355.40811157,5.78818750
4,1140,900,27.60000000,9.95605564,0.09929656,-0.00359985,-0.00048903,-0.00311083,426.13693237,5.66176605
4,1140,910,27.90000000,11.42073917,0.06177605,-0.00320007,-0.00147964,-0.00172043,1022.29650879,5.31383991
4,1140,920,33.60000000,12.26716042,0.04102534,-0.00199982,-0.00229590,0.00029609,12618.83496094,4.76114178
4,1140,930,34.60000000,12.07819748,0.04390373,-0.00479950,-0.00345013,-0.00134937,5857.50292969,3.99141884
4,1140,940,29.60000000,10.76972008,0.07733776,-0.00599976,-0.00161128,-0.00438847,776.46813965,3.48374963
4,1140,950,30.60000000,9.03431702,0.11249140,-0.00320007,-0.00059257,-0.00260750,598.79730225,3.32857227
4,1140,960,31.10000000,8.14040852,0.12854730,-0.00079956,-0.00009797,-0.00070159,504.41760254,3.28130102
4,1140,970,31.90000000,7.91794777,0.13988107,-0.00199951,-0.00045576,-0.00154375,435.66094971,3.24832439
4,1140,980,32.50000000,7.66895723,0.15439270,-0.00280029,-0.00080988,-0.00199041,371.56060791,3.23167014
4,1140,990,31.00000000,7.42457438,0.16428007,-0.00200012,-0.00153122,-0.00046890,308.10900879,3.23825765
4,1140,1000,32.80000000,7.23758554,0.15490855,0.00079956,-0.00112875,0.00192831,242.11132813,3.26356196
4,1140,1010,31.90000000,7.08621979,0.12952070,0.00199951,-0.00081381,0.00281332,176.96575928,3.28023243
4,1140,1020,26.90000000,8.08876419,0.10161469,0.00279999,-0.00002883,0.00282882,114.56999969,3.27932787
4,1160,840,30.30000000,7.60230923,0.07943770,0.00119965,0.00102943,0.00017022,194.66416931,5.18165588
4,1160,850,28.10000000,7.53201389,0.09055398,0.00199951,0.00131387,0.00068564,202.42221069,5.34928083
4,1160,860,25.00000000,7.44014025,0.10503069,0.00280029,0.00160559,0.00119470,209.63812256,5.53133345
4,1160,870,25.00000000,7.44996452,0.12034538,0.00240082,0.00113116,0.00126966,238.49780273,5.68600845
4,1160,880,25.90000000,7.53377581,0.13210915,0.00079987,0.00029357,0.00050630,281.80899048,5.78924513
4,1160,890,25.20000000,7.87035608,0.13161331,-0.00240021,-0.00064133,-0.00175888,347.92147827,5.81277704
4,1160,900,27.30000000,9.35873318,0.10677907,-0.00440063,-0.00064353,-0.00375710,421.21520996,5.74436235
4,1160,910,28.50000000,10.98219967,0.06791008,-0.00320038,-0.00055735,-0.00264303,507.33068848,5.56021118
4,1160,920,30.80000000,12.12294960,0.04269426,-0.00280029,-0.00225756,-0.00054273,7882.64599609,5.07116175
4,1160,930,34.00000000,12.08589172,0.04426580,-0.00399963,-0.00296404,-0.00103559,8195.59277344,4.21843338
4,1160,940,30.10000000,10.83308887,0.07416664,-0.00440002,-0.00137189,-0.00302813,770.68103027,3.64738870
4,1160,950,28.10000000,9.17051125,0.10620618,-0.00360016,-0.00091509,-0.00268506,603.86694336,3.43664670
4,1160,960,30.00000000,8.17763329,0.12570573,-0.00160004,-0.00044221,-0.00115783,513.21661377,3.37313795
4,1160,970,29.40000000,7.90760326,0.14221190,-0.00240021,-0.00071236,-0.00168784,437.67422485,3.35268784
4,1160,980,33.10000000,7.60625219,0.15983300,-0.00319977,-0.00090183,-0.00229794,360.25662231,3.34142089
4,1160,990,29.70000000,7.31782341,0.16998595,0.00039978,-0.00009101,0.00049079,285.81088257,3.31727886
4,1160,1000,30.50000000,7.18464279,0.15316996,0.00359955,0.00034766,0.00325188,227.26475525,3.31739378
4,1160,1010,27.00000000,7.15935278,0.12043116,0.00279968,-0.00001473,0.00281441,175.32499695,3.32440305
4,1160,1020,25.90000000,8.25289249,0.09269545,0.00159973,-0.00045990,0.00205963,121.49079895,3.34742212
4,1180,880,22.60000000,7.53528404,0.12941502,0.00200012,0.00071368,0.00128644,277.07577515,5.81266880
4,1180,890,30.40000000,7.65942669,0.13732521,0.00160065,0.00087175,0.00072889,330.86038208,5.80982971
4,1180,900,26.00000000,8.66212273,0.12389322,-0.00159973,0.00043877,-0.00203851,391.30200195,5.76205111
4,1180,910,28.00000000,10.36383247,0.08878836,-0.00519959,-0.00139918,-0.00380040,501.71655273,5.61721134
4,1180,920,28.20000000,11.60564709,0.05407665,-0.00560059,-0.00336099,-0.00223959,4519.47802734,5.15125561
4,1180,930,36.90000000,11.85339069,0.04550982,-0.00400024,-0.00362617,-0.00037408,9688.14648438,4.37674761
4,1180,940,33.20000000,10.85393047,0.06757231,-0.00399933,-0.00172546,-0.00227387,1002.23681641,3.73779035
4,1180,950,31.10000000,9.24366093,0.10368954,-0.00440002,-0.00080730,-0.00359272,636.01837158,3.48461413
4,1180,960,29.60000000,8.13877010,0.13313673,-0.00200073,0.00006231,-0.00206304,519.65997314,3.41373324
4,1180,970,30.40000000,7.87770081,0.15023957,-0.00079956,-0.00000458,-0.00079498,446.53363037,3.40900469
4,1180,980,29.90000000,7.66991043,0.15659963,-0.00079987,0.00011097,-0.00091084,376.78845215,3.39118409
4,1180,990,31.00000000,7.45444059,0.15792194,-0.00000031,-0.00023653,0.00023622,306.10836792,3.34391451
4,1180,1000,29.90000000,7.30080128,0.14451228,0.00160065,-0.00046298,0.00206363,242.07014465,3.32820988
4,1180,1010,28.30000000,7.30345345,0.11714733,0.00239960,-0.00033899,0.00273859,181.90208435,3.35565305
4,1180,1020,26.70000000,8.47310448,0.08783000,0.00159943,-0.00038795,0.00198738,123.26759338,3.40584850
4,1200,930,35.80000000,11.41828823,0.05439818,-0.00360046,-0.00356615,-0.00003431,7505.58398438,4.58347893
4,1200,940,29.90000000,10.62490368,0.06865918,-0.00440033,-0.00291189,-0.00148844,1577.43164063,3.99903107
4,1200,950,31.20000000,9.14239693,0.10382710,-0.00479950,-0.00153560,-0.00326389,693.84033203,3.60953307
4,1200,960,34.50000000,8.19720078,0.13671049,-0.00279999,-0.00079953,-0.00200045,564.21032715,3.47483945
4,1200,970,30.30000000,7.98438692,0.14916702,-0.00200043,-0.00116750,-0.00083293,493.56927490,3.43177438
4,1200,980,28.40000000,7.83217525,0.15291652,-0.00200043,-0.00111552,-0.00088491,433.60427856,3.42434955
4,1200,990,31.10000000,7.66253567,0.15506531,-0.00160034,-0.00152758,-0.00007276,370.65631104,3.42692351
4,1200,1000,30.60000000,7.51106977,0.14232478,0.00039948,-0.00145919,0.00185866,294.61236572,3.43906355
4,1200,1010,30.30000000,7.49788809,0.11585753,0.00239960,-0.00080583,0.00320543,212.89685059,3.47421670
4,1200,1020,21.90000000,8.73571396,0.07968043,0.00320068,-0.00003539,0.00323608,136.06690979,3.52674580
4,1220,980,33.10000000,7.61370087,0.16084805,-0.00120026,-0.00000762,-0.00119263,365.07278442,3.48088598
4,1220,990,34.50000000,7.44609547,0.16025871,0.00120026,0.00044635,0.00075390,307.69506836,3.48877454
4,1220,1000,29.70000000,7.42351484,0.13856952,0.00400055,0.00058134,0.00341921,263.46539307,3.53141856
4,1220,1010,28.40000000,7.68103313,0.10118668,0.00440033,0.00051517,0.00388516,219.41825867,3.62285995
4,1220,1020,27.30000000,8.85780907,0.06895563,0.00079987,-0.00092526,0.00172512,167.02336121,3.74164248
4,1240,1020,23.70000000,8.94628048,0.06638554,0.00239990,0.00074929,0.00165061,168.51834106,3.90572906
4,1220,840,24.20000000,7.63914537,0.05118036,0.00320007,0.00167811,0.00152197,101.24166870,5.38712740
4,1220,850,19.30000000,7.37118483,0.07148745,0.00320038,0.00097061,0.00222977,141.74655151,5.65643978
4,1220,860,22.30000000,7.45512772,0.09473219,0.00319977,0.00068505,0.00251472,194.75309753,5.75359678
4,1220,870,21.40000000,7.52195168,0.11490368,0.00239990,0.00056150,0.00183840,246.05662537,5.79628420
4,1220,880,21.80000000,7.59186506,0.13030329,0.00200012,0.00054876,0.00145136,295.00433350,5.83318901
4,1220,890,23.00000000,7.75360727,0.13646694,-0.00040070,-0.00055931,0.00015861,361.48733521,5.83908081
4,1220,900,25.20000000,8.12336731,0.12292473,-0.00399994,-0.00136595,-0.00263399,453.21725464,5.77608871
4,1220,910,27.70000000,9.43677711,0.08978601,-0.00600037,-0.00244937,-0.00355100,602.61950684,5.56853199
4,1220,920,29.90000000,10.74938869,0.06119284,-0.00400024,-0.00266226,-0.00133798,2591.71777344,5.16873598
4,1220,930,30.30000000,11.17319775,0.05242063,-0.00279968,-0.00277660,-0.00002309,5731.84912109,4.57857752
4,1220,940,34.70000000,10.33826256,0.06877489,-0.00439972,-0.00233443,-0.00206529,1445.38244629,4.01951408
4,1220,950,32.00000000,8.91494751,0.10508646,-0.00440002,-0.00120096,-0.00319906,702.07409668,3.69013762
4,1220,960,30.40000000,8.17990685,0.13662474,-0.00280060,-0.00086709,-0.00193351,554.22351074,3.55317163
4,1220,970,30.00000000,7.85347414,0.15317304,-0.00159973,-0.00055859,-0.00104114,443.61859131,3.49202371
4,1200,840,33.30000000,7.32818556,0.06576857,0.00319916,0.00219714,0.00100202,121.70429230,5.23718739
4,1200,850,24.90000000,7.23539352,0.08261890,0.00439972,0.00227975,0.00211997,139.33418274,5.54049206
4,1200,860,25.40000000,7.34835434,0.10424399,0.00160034,0.00035291,0.00124743,190.01234436,5.72964907
4,1200,870,23.30000000,7.52885246,0.11752819,-0.00039948,-0.00046751,0.00006804,252.73298645,5.80817509
4,1200,880,25.40000000,7.69672441,0.12294433,-0.00040009,-0.00030762,-0.00009247,311.07934570,5.86660337
4,1200,890,25.20000000,7.81477451,0.12761900,0.00040070,0.00026443,0.00013626,361.87564087,5.89978266
4,1200,900,26.30000000,8.30722046,0.11685289,-0.00160034,0.00016429,-0.00176463,426.28854370,5.88052940
4,1200,910,28.20000000,9.78932285,0.08662217,-0.00359985,-0.00130040,-0.00229946,586.92010498,5.66963339
4,1200,920,30.10000000,11.06282806,0.05941083,-0.00319916,-0.00301805,-0.00018111,3416.24145508,5.18355131
4,1180,840,27.70000000,7.49841785,0.07054365,0.00200012,0.00143471,0.00056541,159.26179504,5.18236685
4,1180,850,25.00000000,7.38588762,0.08269085,0.00359955,0.00211753,0.00148201,162.08045959,5.43802977
4,1180,860,25.70000000,7.35000944,0.10010340,0.00320038,0.00161659,0.00158379,183.79034424,5.66756392
4,1180,870,22.30000000,7.41300058,0.11670645,0.00199982,0.00089115,0.00110867,223.69889832,5.78519583
4,1240,840,28.10000000,7.71347332,0.04697632,0.00159973,0.00089231,0.00070743,83.26249695,5.37716150
4,1240,850,27.10000000,7.33993864,0.06316923,0.00199951,0.00040771,0.00159180,124.42826843,5.59856415
4,1240,860,27.20000000,7.43578863,0.08333504,0.00199982,0.00010714,0.00189268,171.47703552,5.72839022
4,1240,870,25.00000000,7.49051905,0.10386065,0.00280029,0.00042720,0.00237309,218.34306335,5.79379654
4,1240,880,23.00000000,7.61252975,0.12148835,0.00079987,-0.00063844,0.00143830,282.95617676,5.81587648
4,1240,890,27.20000000,7.78650856,0.12944867,-0.00080017,-0.00073126,-0.00006891,356.29104614,5.79549265
4,1240,900,28.70000000,8.03375721,0.12235386,-0.00200043,-0.00063100,-0.00136943,433.89825439,5.73578882
4,1240,910,29.10000000,8.95161629,0.09688080,-0.00440002,-0.00181401,-0.00258602,545.86456299,5.57790804
4,1240,920,29.20000000,10.31102467,0.07011983,-0.00520020,-0.00368828,-0.00151191,2296.25659180,5.20151424
4,1240,930,35.30000000,10.64541721,0.06552638,-0.00559937,-0.00423083,-0.00136854,3959.66381836,4.57479668
4,1240,940,31.90000000,9.68820381,0.08639261,-0.00520050,-0.00286632,-0.00233418,1333.63671875,4.08273983
4,1240,950,28.90000000,8.60723972,0.11569187,-0.00440033,-0.00193743,-0.00246290,692.49475098,3.79886270
4,1240,960,28.20000000,8.15075016,0.13925369,-0.00279968,-0.00114167,-0.00165801,547.63281250,3.65631509
4,1240,970,30.60000000,7.92147064,0.14960869,-0.00120026,-0.00078568,-0.00041457,464.72406006,3.58743882
4,1240,980,30.90000000,7.72006226,0.15582509,-0.00160065,-0.00128057,-0.00032008,394.36819458,3.51973629
4,1240,990,32.00000000,7.52119303,0.15376036,0.00000000,-0.00099910,0.00099910,319.31826782,3.48374677
4,1240,1000,27.10000000,7.42268467,0.13310733,0.00359985,0.00032876,0.00327109,253.88748169,3.50822735
4,1240,1010,28.50000000,7.76339722,0.09856365,0.00319916,0.00050326,0.00269590,208.11111450,3.63690376
4,1260,840,23.60000000,8.14963627,0.03200497,0.00360016,0.00115137,0.00244879,51.51841736,5.38714123
4,1260,850,25.80000000,7.53779554,0.05135519,0.00160034,0.00011388,0.00148646,95.80711365,5.63578033
4,1260,860,25.80000000,7.39584160,0.07037474,0.00200012,0.00010521,0.00189491,143.85958862,5.73059654
4,1260,870,22.60000000,7.50255442,0.08945525,0.00280029,0.00023525,0.00256504,194.53106689,5.74467373
4,1260,880,23.50000000,7.60694218,0.10644642,0.00120056,-0.00065214,0.00185270,250.58393860,5.73152447
4,1260,890,22.90000000,7.67203760,0.12143666,0.00120056,-0.00030505,0.00150561,300.19210815,5.70200396
4,1260,900,27.30000000,7.78785467,0.12477951,-0.00200012,-0.00109048,-0.00090964,345.27435303,5.66200542
4,1260,910,27.40000000,8.51512432,0.10497384,-0.00439972,-0.00232404,-0.00207568,468.29782104,5.49107456
4,1260,920,27.50000000,9.83782196,0.08116646,-0.00600098,-0.00477453,-0.00122644,1920.52380371,5.07691526
4,1260,930,33.30000000,10.07729053,0.07945628,-0.00399994,-0.00375971,-0.00024023,2313.34570313,4.51007175
4,1260,940,33.20000000,9.16422176,0.09484606,-0.00399994,-0.00260669,-0.00139325,1076.90832520,4.12147236
4,1260,950,31.50000000,8.53954601,0.11697969,-0.00320007,-0.00158420,-0.00161587,691.52929688,3.87883425
4,1260,960,32.90000000,8.18938828,0.13698111,-0.00279968,-0.00153262,-0.00126706,560.81793213,3.72557187
4,1260,970,34.50000000,7.87141943,0.14885694,-0.00239990,-0.00145507,-0.00094484,440.01034546,3.64998484
4,1260,980,37.50000000,7.59938574,0.15178104,-0.00160034,-0.00104430,-0.00055604,341.21926880,3.61693358
4,1260,990,31.10000000,7.35708284,0.14958565,0.00080048,-0.00040214,0.00120262,264.25527954,3.60227227
4,1260,1000,28.20000000,7.23543024,0.12944902,0.00320038,-0.00010102,0.00330140,205.34098816,3.62929058
4,1260,1010,29.70000000,8.03433990,0.09101105,0.00360016,-0.00014181,0.00374197,159.33451843,3.74782729
4,1260,1020,29.50000000,9.50352192,0.04856221,0.00320038,0.00083516,0.00236522,130.25640869,4.07300091
4,1280,850,25.20000000,8.40916729,0.02779570,0.00359985,0.00058414,0.00301571,54.37682724,5.62530470
4,1280,860,27.70000000,7.63514853,0.04988860,0.00359985,0.00064111,0.00295874,91.58976746,5.71183872
4,1280,870,24.20000000,7.37488842,0.06785126,0.00159943,-0.00027647,0.00187589,135.14877319,5.70743275
4,1280,880,26.70000000,7.47458839,0.08385640,0.00119995,-0.00064002,0.00183997,179.18948364,5.67538929
4,1280,890,27.20000000,7.50787258,0.10254150,0.00119934,-0.00045710,0.00165644,219.72579956,5.68440533
4,1280,900,27.30000000,7.66302061,0.11274534,-0.00080017,-0.00102979,0.00022962,278.66177368,5.66087866
4,1280,910,27.70000000,8.29020691,0.09876352,-0.00320038,-0.00236905,-0.00083133,465.18011475,5.45496321
4,1280,920,29.30000000,9.51954269,0.08252277,-0.00600006,-0.00526004,-0.00074002,1366.56665039,4.96909523
4,1280,930,29.60000000,9.37499428,0.08878856,-0.00520050,-0.00391040,-0.00129010,1257.30908203,4.45105934
4,1280,940,29.40000000,8.76764011,0.10666353,-0.00399963,-0.00213127,-0.00186836,801.32037354,4.13993454
4,1280,950,31.20000000,8.25713634,0.12799756,-0.00239960,-0.00102617,-0.00137343,564.70642090,3.93797755
4,1280,960,28.00000000,7.99452829,0.14306100,-0.00200012,-0.00099890,-0.00100122,480.00469971,3.84344268
4,1280,970,28.90000000,7.79952145,0.15025973,-0.00079956,-0.00088018,0.00008062,413.00415039,3.78641415
4,1280,980,31.00000000,7.61161041,0.14812127,-0.00040039,-0.00120087,0.00080048,337.80654907,3.73145151
4,1280,990,27.60000000,7.40435600,0.13819997,0.00119995,-0.00083004,0.00202999,257.84347534,3.68571115
4,1280,1000,29.00000000,7.31357956,0.11169381,0.00319977,-0.00029504,0.00349481,186.70613098,3.68507218
4,1280,1010,28.30000000,8.36908913,0.07006332,0.00440033,0.00080148,0.00359885,126.54620361,3.85640144
4,1280,1020,29.80000000,9.46809864,0.04023981,0.00359955,0.00283460,0.00076495,110.89627838,4.46138954
4,1300,850,22.90000000,8.91540527,0.01118001,0.00440002,0.00270395,0.00169607,29.72325897,1.39090621
4,1300,860,26.70000000,8.45300293,0.02201925,0.00360046,0.00208996,0.00151050,43.74581146,0.04539811
4,1300,870,26.30000000,7.84217834,0.03477050,0.00320038,0.00108007,0.00212030,72.62292480,5.96142769
4,1300,880,23.40000000,7.48171377,0.04935684,0.00159973,-0.00072175,0.00232148,115.69504547,5.72888041
4,1300,890,27.00000000,7.40922308,0.07267258,0.00240021,-0.00073734,0.00313755,150.23527527,5.63418245
4,1300,900,27.60000000,7.49545145,0.09239238,0.00039978,-0.00167068,0.00207046,198.50315857,5.52068281
4,1300,910,25.70000000,8.15768909,0.09251909,-0.00360046,-0.00381207,0.00021161,385.37045288,5.24356318
4,1300,920,28.40000000,8.69466305,0.08995653,-0.00399963,-0.00408844,0.00008881,643.81713867,4.77896261
4,1300,930,28.10000000,8.57758236,0.10054176,-0.00440033,-0.00310181,-0.00129852,629.62524414,4.40003967
4,1300,940,28.60000000,8.28918743,0.11628439,-0.00279999,-0.00165663,-0.00114336,535.55224609,4.15288496
4,1300,950,32.40000000,8.01180553,0.13234621,-0.00239929,-0.00148342,-0.00091588,455.25927734,3.98013544
4,1300,960,29.70000000,7.81617212,0.14488885,-0.00159943,-0.00105123,-0.00054819,406.24713135,3.86880302
4,1300,970,30.80000000,7.71557379,0.14393851,0.00000000,-0.00068667,0.00068667,365.17922974,3.82926512
4,1300,980,29.60000000,7.62798262,0.13151659,0.00080017,-0.00077251,0.00157268,308.40286255,3.81986904
4,1300,990,26.40000000,7.47714520,0.11292356,0.00199951,-0.00050792,0.00250744,231.71476746,3.79568028
4,1300,1000,27.30000000,7.44822454,0.08723633,0.00360046,0.00033401,0.00326645,158.39677429,3.82168651
4,1300,1010,28.10000000,8.28075886,0.05574527,0.00240051,0.00082282,0.00157769,115.71273804,4.07963419
4,1300,1020,27.10000000,9.10651875,0.03799459,0.00199951,0.00197213,0.00002738,114.63716888,4.68607330
4,1320,870,26.70000000,7.88849401,0.02815268,0.00279968,0.00074025,0.00205943,60.08491516,1.46406448
4,1320,880,27.00000000,8.33270359,0.01117987,0.00279938,0.00231982,0.00047956,39.36569214,1.10711825
4,1320,890,27.90000000,8.05624962,0.01780260,0.00360046,-0.00029509,0.00389555,37.29315948,5.61721134
4,1320,900,25.90000000,7.69628763,0.04251865,0.00159973,-0.00213345,0.00373318,86.29851532,5.22861481
4,1320,910,28.30000000,7.73008394,0.06404475,-0.00039917,-0.00312786,0.00272869,175.75772095,4.90061569
4,1320,920,33.70000000,7.83924580,0.08414558,-0.00319916,-0.00291302,-0.00028613,258.77810669,4.53359461
4,1320,930,27.50000000,7.84440899,0.10427243,-0.00159943,-0.00114967,-0.00044976,312.11743164,4.25728989
4,1320,940,27.10000000,7.76518965,0.11953141,-0.00040039,-0.00060930,0.00020890,324.92211914,4.11052942
4,1320,950,27.00000000,7.58948946,0.12900682,0.00040009,-0.00039385,0.00079394,291.68447876,3.99790812
4,1320,960,30.50000000,7.43790960,0.13080069,0.00159943,0.00005203,0.00154740,253.77412415,3.90548825
4,1320,970,28.30000000,7.42705011,0.12188736,0.00280029,0.00052578,0.00227451,235.73709106,3.87501645
4,1320,980,25.10000000,7.51689529,0.10642815,0.00279999,0.00018944,0.00261055,228.97169495,3.89388323
4,1320,990,27.00000000,7.57888460,0.08537755,0.00199951,-0.00032843,0.00232794,201.89488220,3.90220332
4,1320,1000,24.90000000,7.66111612,0.06429320,0.00279968,0.00036809,0.00243160,151.22552490,3.95994449
4,1320,1010,27.10000000,8.45287132,0.04245962,0.00279938,0.00175968,0.00103970,110.40369415,4.24873352
4,1320,1020,26.80000000,9.10259914,0.03549558,0.00119995,0.00160953,-0.00040958,114.84161377,4.88218260
4,1340,900,28.10000000,7.49671268,0.04407371,0.00279968,-0.00014911,0.00294880,90.71453857,2.56617546
4,1340,910,27.00000000,7.43432617,0.04301994,0.00279968,0.00422073,-0.00142104,85.87247467,3.18806291
4,1340,920,29.30000000,7.28843832,0.06034147,0.00319977,0.00502325,-0.00182348,106.48881531,3.56822324
4,1340,930,27.10000000,7.28814936,0.07640148,0.00320068,0.00365624,-0.00045555,137.70089722,3.72234750
4,1340,940,28.10000000,7.40595293,0.08500635,0.00360046,0.00296054,0.00063992,169.21557617,3.76866174
4,1340,950,27.60000000,7.51833773,0.09101148,0.00119995,0.00113753,0.00006242,200.52511597,3.74783421
4,1340,960,28.90000000,7.43974829,0.09711048,0.00160065,0.00116419,0.00043646,195.88191223,3.69257593
4,1340,970,29.20000000,7.33217430,0.09473153,0.00239990,0.00122140,0.00117851,172.22012329,3.67118549
4,1340,980,26.60000000,7.31321812,0.08027548,0.00320007,0.00150627,0.00169380,147.06118774,3.75028396
4,1340,990,25.50000000,7.39396477,0.06285407,0.00359955,0.00139529,0.00220425,130.87236023,3.91575313
4,1340,1000,24.90000000,7.73907852,0.04960826,0.00199951,0.00093867,0.00106084,116.76103973,4.11321974
5,800,940,36.70000000,7.49487829,0.06655014,0.00080048,-0.00116263,0.00196310,147.20298767,3.62536573
5,800,930,30.60000000,7.36173058,0.07567734,0.00199982,-0.00111329,0.00311310,129.17597961,3.99231791
5,800,920,32.20000000,7.08303976,0.08554565,0.00160034,-0.00054296,0.00214330,112.77230072,4.15997028
5,800,910,33.80000000,7.08951283,0.08023883,0.00000031,-0.00121046,0.00121076,117.53849792,4.34342813
5,800,900,29.30000000,7.32329845,0.06497774,-0.00079926,-0.00266974,0.00187049,125.30155182,4.66626978
5,820,890,31.10000000,7.28695440,0.03327426,0.00479950,0.00058461,0.00421489,53.48244476,2.14213657
5,820,900,30.70000000,7.17613745,0.03251538,0.00399994,0.00189984,0.00210010,46.94786072,2.35617781
5,820,910,34.20000000,6.87831545,0.03892922,0.00599976,0.00416494,0.00183482,44.35214615,2.41068339
5,820,920,31.90000000,6.80387449,0.04576088,0.00920013,0.00458724,0.00461290,42.95981979,2.12244797
